Standard Model;G2;G3;G2
"Zeitpunkt in s";"firel in deg";"firel in deg";"firel in deg"
0,680167;114,389802;86,136338;114,389802
0,681167;114,293289;86,070512;114,293289
0,682167;114,196228;86,004257;114,196228
0,683167;114,098620;85,937574;114,098620
0,684167;114,000469;85,870465;114,000469
0,685167;113,901774;85,802931;113,901774
0,686167;113,802539;85,734973;113,802539
0,687167;113,702764;85,666591;113,702764
0,688167;113,602453;85,597787;113,602453
0,689167;113,501606;85,528562;113,501606
0,690167;113,400225;85,458917;113,400225
0,691167;113,298314;85,388853;113,298314
0,692167;113,195872;85,318372;113,195872
0,693167;113,092903;85,247474;113,092903
0,694167;112,989408;85,176161;112,989408
0,695167;112,885389;85,104434;112,885389
0,696167;112,780849;85,032294;112,780849
0,697167;112,675788;84,959742;112,675788
0,698167;112,570209;84,886780;112,570209
0,699167;112,464114;84,813409;112,464114
0,700167;112,357506;84,739630;112,357506
0,701167;112,250385;84,665445;112,250385
0,702167;112,142754;84,590854;112,142754
0,703167;112,034615;84,515860;112,034615
0,704167;111,925969;84,440463;111,925969
0,705167;111,816820;84,364665;111,816820
0,706167;111,707169;84,288467;111,707169
0,707167;111,597018;84,211871;111,597018
0,708167;111,486369;84,134878;111,486369
0,709167;111,375224;84,057490;111,375224
0,710167;111,263586;83,979708;111,263586
0,711167;111,151456;83,901533;111,151456
0,712167;111,038836;83,822967;111,038836
0,713167;110,925730;83,744012;110,925730
0,714167;110,812138;83,664670;110,812138
0,715167;110,698062;83,584940;110,698062
0,716167;110,583506;83,504827;110,583506
0,717167;110,468471;83,424330;110,468471
0,718167;110,352960;83,343451;110,352960
0,719167;110,236974;83,262193;110,236974
0,720167;110,120516;83,180556;110,120516
0,721167;110,003588;83,098543;110,003588
0,722167;109,886192;83,016156;109,886192
0,723167;109,768331;82,933395;109,768331
0,724167;109,650006;82,850262;109,650006
0,725167;109,531221;82,766760;109,531221
0,726167;109,411976;82,682890;109,411976
0,727167;109,292275;82,598654;109,292275
0,728167;109,172120;82,514054;109,172120
0,729167;109,051513;82,429092;109,051513
0,730167;108,930457;82,343768;108,930457
0,731167;108,808953;82,258086;108,808953
0,732167;108,687005;82,172048;108,687005
0,733167;108,564614;82,085654;108,564614
0,734167;108,441783;81,998907;108,441783
0,735167;108,318514;81,911810;108,318514
0,736167;108,194809;81,824363;108,194809
0,737167;108,070672;81,736569;108,070672
0,738167;107,946105;81,648430;107,946105
0,739167;107,821109;81,559948;107,821109
0,740167;107,695687;81,471125;107,695687
0,741167;107,569843;81,381963;107,569843
0,742167;107,443577;81,292465;107,443577
0,743167;107,316893;81,202631;107,316893
0,744167;107,189794;81,112465;107,189794
0,745167;107,062281;81,021968;107,062281
0,746167;106,934358;80,931143;106,934358
0,747167;106,806026;80,839992;106,806026
0,748167;106,677289;80,748517;106,677289
0,749167;106,548149;80,656720;106,548149
0,750167;106,418608;80,564604;106,418608
0,751167;106,288670;80,472171;106,288670
0,752167;106,158336;80,379422;106,158336
0,753167;106,027609;80,286361;106,027609
0,754167;105,896492;80,192990;105,896492
0,755167;105,764988;80,099311;105,764988
0,756167;105,633099;80,005326;105,633099
0,757167;105,500828;79,911038;105,500828
0,758167;105,368178;79,816449;105,368178
0,759167;105,235151;79,721562;105,235151
0,760167;105,101749;79,626378;105,101749
0,761167;104,967977;79,530902;104,967977
0,762167;104,833836;79,435134;104,833836
0,763167;104,699329;79,339078;104,699329
0,764167;104,564459;79,242735;104,564459
0,765167;104,429229;79,146110;104,429229
0,766167;104,293642;79,049203;104,293642
0,767167;104,157699;78,952018;104,157699
0,768167;104,021405;78,854557;104,021405
0,769167;103,884762;78,756823;103,884762
0,770167;103,747773;78,658819;103,747773
0,771167;103,610440;78,560547;103,610440
0,772167;103,472767;78,462010;103,472767
0,773167;103,334756;78,363210;103,334756
0,774167;103,196411;78,264150;103,196411
0,775167;103,057734;78,164834;103,057734
0,776167;102,918728;78,065263;102,918728
0,777167;102,779397;77,965440;102,779397
0,778167;102,639742;77,865369;102,639742
0,779167;102,499768;77,765052;102,499768
0,780167;102,359476;77,664492;102,359476
0,781167;102,218871;77,563691;102,218871
0,782167;102,077955;77,462653;102,077955
0,783167;101,936730;77,361381;101,936730
0,784167;101,795201;77,259877;101,795201
0,785167;101,653371;77,158144;101,653371
0,786167;101,511241;77,056186;101,511241
0,787167;101,368816;76,954004;101,368816
0,788167;101,226098;76,851603;101,226098
0,789167;101,083091;76,748985;101,083091
0,790167;100,939798;76,646152;100,939798
0,791167;100,796222;76,543109;100,796222
0,792167;100,652365;76,439859;100,652365
0,793167;100,508232;76,336403;100,508232
0,794167;100,363825;76,232746;100,363825
0,795167;100,219148;76,128890;100,219148
0,796167;100,074203;76,024838;100,074203
0,797167;99,928995;75,920594;99,928995
0,798167;99,783526;75,816161;99,783526
0,799167;99,637799;75,711542;99,637799
0,800167;99,491818;75,606739;99,491818
0,801167;99,345587;75,501757;99,345587
0,802167;99,199107;75,396599;99,199107
0,803167;99,052384;75,291267;99,052384
0,804167;98,905419;75,185765;98,905419
0,805167;98,758217;75,080096;98,758217
0,806167;98,610781;74,974263;98,610781
0,807167;98,463113;74,868271;98,463113
0,808167;98,315219;74,762121;98,315219
0,809167;98,167100;74,655817;98,167100
0,810167;98,018760;74,549364;98,018760
0,811167;97,870204;74,442763;97,870204
0,812167;97,721433;74,336018;97,721433
0,813167;97,572452;74,229133;97,572452
0,814167;97,423264;74,122112;97,423264
0,815167;97,273873;74,014956;97,273873
0,816167;97,124282;73,907671;97,124282
0,817167;96,974495;73,800259;96,974495
0,818167;96,824514;73,692723;96,824514
0,819167;96,674345;73,585068;96,674345
0,820167;96,523989;73,477297;96,523989
0,821167;96,373452;73,369413;96,373452
0,822167;96,222736;73,261419;96,222736
0,823167;96,071845;73,153319;96,071845
0,824167;95,920783;73,045117;95,920783
0,825167;95,769552;72,936817;95,769552
0,826167;95,618158;72,828421;95,618158
0,827167;95,466603;72,719933;95,466603
0,828167;95,314892;72,611357;95,314892
0,829167;95,163027;72,502697;95,163027
0,830167;95,011013;72,393956;95,011013
0,831167;94,858854;72,285137;94,858854
0,832167;94,706552;72,176244;94,706552
0,833167;94,554112;72,067281;94,554112
0,834167;94,401537;71,958252;94,401537
0,835167;94,248832;71,849160;94,248832
0,836167;94,096000;71,740009;94,096000
0,837167;93,943045;71,630802;93,943045
0,838167;93,789970;71,521543;93,789970
0,839167;93,636780;71,412236;93,636780
0,840167;93,483478;71,302884;93,483478
0,841167;93,330068;71,193491;93,330068
0,842167;93,176554;71,084062;93,176554
0,843167;93,022939;70,974598;93,022939
0,844167;92,869229;70,865106;92,869229
0,845167;92,715426;70,755587;92,715426
0,846167;92,561534;70,646046;92,561534
0,847167;92,407558;70,536486;92,407558
0,848167;92,253502;70,426912;92,253502
0,849167;92,099368;70,317326;92,099368
0,850167;91,945162;70,207734;91,945162
0,851167;91,790887;70,098138;91,790887
0,852167;91,636547;69,988542;91,636547
0,853167;91,482146;69,878950;91,482146
0,854167;91,327689;69,769366;91,327689
0,855167;91,173178;69,659794;91,173178
0,856167;91,018619;69,550238;91,018619
0,857167;90,864015;69,440700;90,864015
0,858167;90,709370;69,331186;90,709370
0,859167;90,554688;69,221699;90,554688
0,860167;90,399974;69,112242;90,399974
0,861167;90,245231;69,002820;90,245231
0,862167;90,090464;68,893437;90,090464
0,863167;89,935677;68,784095;89,935677
0,864167;89,780873;68,674800;89,780873
0,865167;89,626057;68,565555;89,626057
0,866167;89,471233;68,456363;89,471233
0,867167;89,316405;68,347229;89,316405
0,868167;89,161578;68,238156;89,161578
0,869167;89,006755;68,129148;89,006755
0,870167;88,851941;68,020210;88,851941
0,871167;88,697140;67,911344;88,697140
0,872167;88,542355;67,802556;88,542355
0,873167;88,387592;67,693848;88,387592
0,874167;88,232854;67,585224;88,232854
0,875167;88,078146;67,476689;88,078146
0,876167;87,923472;67,368246;87,923472
0,877167;87,768837;67,259899;87,768837
0,878167;87,614243;67,151652;87,614243
0,879167;87,459696;67,043508;87,459696
0,880167;87,305200;66,935472;87,305200
0,881167;87,150760;66,827548;87,150760
0,882167;86,996378;66,719739;86,996378
0,883167;86,842061;66,612049;86,842061
0,884167;86,687812;66,504482;86,687812
0,885167;86,533635;66,397042;86,533635
0,886167;86,379535;66,289732;86,379535
0,887167;86,225516;66,182557;86,225516
0,888167;86,071582;66,075521;86,071582
0,889167;85,917738;65,968626;85,917738
0,890167;85,763988;65,861877;85,763988
0,891167;85,610337;65,755278;85,610337
0,892167;85,456788;65,648833;85,456788
0,893167;85,303347;65,542545;85,303347
0,894167;85,150017;65,436418;85,150017
0,895167;84,996803;65,330456;84,996803
0,896167;84,843710;65,224663;84,843710
0,897167;84,690741;65,119043;84,690741
0,898167;84,537901;65,013598;84,537901
0,899167;84,385195;64,908334;84,385195
0,900167;84,232627;64,803254;84,232627
0,901167;84,080201;64,698362;84,080201
0,902167;83,927922;64,593661;83,927922
0,903167;83,775795;64,489155;83,775795
0,904167;83,623823;64,384848;83,623823
0,905167;83,472011;64,280743;83,472011
0,906167;83,320363;64,176845;83,320363
0,907167;83,168885;64,073157;83,168885
0,908167;83,017580;63,969683;83,017580
0,909167;82,866453;63,866426;82,866453
0,910167;82,715509;63,763390;82,715509
0,911167;82,564751;63,660579;82,564751
0,912167;82,414185;63,557997;82,414185
0,913167;82,263814;63,455646;82,263814
0,914167;82,113644;63,353532;82,113644
0,915167;81,963679;63,251657;81,963679
0,916167;81,813923;63,150025;81,813923
0,917167;81,664380;63,048640;81,664380
0,918167;81,515056;62,947505;81,515056
0,919167;81,365955;62,846623;81,365955
0,920167;81,217081;62,746000;81,217081
0,921167;81,068438;62,645637;81,068438
0,922167;80,920032;62,545539;80,920032
0,923167;80,771866;62,445708;80,771866
0,924167;80,623946;62,346150;80,623946
0,925167;80,476275;62,246867;80,476275
0,926167;80,328859;62,147862;80,328859
0,927167;80,181701;62,049140;80,181701
0,928167;80,034807;61,950703;80,034807
0,929167;79,888180;61,852555;79,888180
0,930167;79,741825;61,754700;79,741825
0,931167;79,595748;61,657140;79,595748
0,932167;79,449951;61,559880;79,449951
0,933167;79,304440;61,462923;79,304440
0,934167;79,159220;61,366272;79,159220
0,935167;79,014294;61,269931;79,014294
0,936167;78,869667;61,173902;78,869667
0,937167;78,725344;61,078190;78,725344
0,938167;78,581330;60,982797;78,581330
0,939167;78,437628;60,887727;78,437628
0,940167;78,294243;60,792983;78,294243
0,941167;78,151180;60,698569;78,151180
0,942167;78,008443;60,604487;78,008443
0,943167;77,866037;60,510741;77,866037
0,944167;77,723966;60,417334;77,723966
0,945167;77,582235;60,324270;77,582235
0,946167;77,440848;60,231551;77,440848
0,947167;77,299809;60,139181;77,299809
0,948167;77,159124;60,047163;77,159124
0,949167;77,018796;59,955500;77,018796
0,950167;76,878830;59,864194;76,878830
0,951167;76,739230;59,773250;76,739230
0,952167;76,600001;59,682671;76,600001
0,953167;76,461148;59,592458;76,461148
0,954167;76,322674;59,502616;76,322674
0,955167;76,184585;59,413147;76,184585
0,956167;76,046884;59,324054;76,046884
0,957167;75,909577;59,235341;75,909577
0,958167;75,772666;59,147010;75,772666
0,959167;75,636158;59,059065;75,636158
0,960167;75,500056;58,971507;75,500056
0,961167;75,364364;58,884340;75,364364
0,962167;75,229088;58,797568;75,229088
0,963167;75,094231;58,711191;75,094231
0,964167;74,959798;58,625215;74,959798
0,965167;74,825793;58,539641;74,825793
0,966167;74,692220;58,454472;74,692220
0,967167;74,559085;58,369711;74,559085
0,968167;74,426390;58,285360;74,426390
0,969167;74,294142;58,201423;74,294142
0,970167;74,162343;58,117902;74,162343
0,971167;74,030998;58,034800;74,030998
0,972167;73,900112;57,952119;73,900112
0,973167;73,769689;57,869862;73,769689
0,974167;73,639732;57,788031;73,639732
0,975167;73,510248;57,706630;73,510248
0,976167;73,381238;57,625661;73,381238
0,977167;73,252709;57,545125;73,252709
0,978167;73,124663;57,465027;73,124663
0,979167;72,997107;57,385368;72,997107
0,980167;72,870042;57,306150;72,870042
0,981167;72,743474;57,227377;72,743474
0,982167;72,617408;57,149051;72,617408
0,983167;72,491846;57,071173;72,491846
0,984167;72,366794;56,993747;72,366794
0,985167;72,242255;56,916774;72,242255
0,986167;72,118234;56,840257;72,118234
0,987167;71,994735;56,764199;71,994735
0,988167;71,871761;56,688602;71,871761
0,989167;71,749318;56,613467;71,749318
0,990167;71,627409;56,538797;71,627409
0,991167;71,506037;56,464594;71,506037
0,992167;71,385208;56,390861;71,385208
0,993167;71,264926;56,317599;71,264926
0,994167;71,145193;56,244811;71,145193
0,995167;71,026015;56,172499;71,026015
0,996167;70,907395;56,100665;70,907395
0,997167;70,789338;56,029310;70,789338
0,998167;70,671846;55,958438;70,671846
0,999167;70,554925;55,888049;70,554925
1,000167;70,438579;55,818146;70,438579
1,001167;70,322810;55,748731;70,322810
1,002167;70,207623;55,679806;70,207623
1,003167;70,093022;55,611372;70,093022
1,004167;69,979011;55,543432;69,979011
1,005167;69,865594;55,475987;69,865594
1,006167;69,752774;55,409039;69,752774
1,007167;69,640556;55,342590;69,640556
1,008167;69,528942;55,276642;69,528942
1,009167;69,417937;55,211196;69,417937
1,010167;69,307545;55,146254;69,307545
1,011167;69,197770;55,081818;69,197770
1,012167;69,088614;55,017890;69,088614
1,013167;68,980082;54,954470;68,980082
1,014167;68,872178;54,891562;68,872178
1,015167;68,764905;54,829165;68,764905
1,016167;68,658267;54,767282;68,658267
1,017167;68,552267;54,705915;68,552267
1,018167;68,446910;54,645064;68,446910
1,019167;68,342198;54,584732;68,342198
1,020167;68,238135;54,524919;68,238135
1,021167;68,134725;54,465627;68,134725
1,022167;68,031971;54,406858;68,031971
1,023167;67,929877;54,348613;67,929877
1,024167;67,828446;54,290893;67,828446
1,025167;67,727683;54,233700;67,727683
1,026167;67,627589;54,177034;67,627589
1,027167;67,528169;54,120898;67,528169
1,028167;67,429426;54,065292;67,429426
1,029167;67,331363;54,010217;67,331363
1,030167;67,233984;53,955675;67,233984
1,031167;67,137292;53,901667;67,137292
1,032167;67,041290;53,848194;67,041290
1,033167;66,945982;53,795258;66,945982
1,034167;66,851370;53,742858;66,851370
1,035167;66,757459;53,690996;66,757459
1,036167;66,664251;53,639674;66,664251
1,037167;66,571750;53,588892;66,571750
1,038167;66,479958;53,538651;66,479958
1,039167;66,388879;53,488952;66,388879
1,040167;66,298516;53,439796;66,298516
1,041167;66,208872;53,391185;66,208872
1,042167;66,119950;53,343118;66,119950
1,043167;66,031753;53,295596;66,031753
1,044167;65,944283;53,248621;65,944283
1,045167;65,857545;53,202194;65,857545
1,046167;65,771541;53,156314;65,771541
1,047167;65,686274;53,110983;65,686274
1,048167;65,601746;53,066202;65,601746
1,049167;65,517962;53,021971;65,517962
1,050167;65,434922;52,978290;65,434922
1,051167;65,352631;52,935161;65,352631
1,052167;65,271092;52,892584;65,271092
1,053167;65,190306;52,850560;65,190306
1,054167;65,110276;52,809089;65,110276
1,055167;65,031006;52,768171;65,031006
1,056167;64,952498;52,727808;64,952498
1,057167;64,874755;52,687999;64,874755
1,058167;64,797779;52,648746;64,797779
1,059167;64,721573;52,610048;64,721573
1,060167;64,646139;52,571906;64,646139
1,061167;64,571480;52,534320;64,571480
1,062167;64,497599;52,497292;64,497599
1,063167;64,424498;52,460820;64,424498
1,064167;64,352179;52,424905;64,352179
1,065167;64,280645;52,389549;64,280645
1,066167;64,209898;52,354750;64,209898
1,067167;64,139941;52,320509;64,139941
1,068167;64,070776;52,286827;64,070776
1,069167;64,002404;52,253703;64,002404
1,070167;63,934830;52,221138;63,934830
1,071167;63,868054;52,189132;63,868054
1,072167;63,802079;52,157684;63,802079
1,073167;63,736907;52,126796;63,736907
1,074167;63,672541;52,096467;63,672541
1,075167;63,608981;52,066697;63,608981
1,076167;63,546232;52,037486;63,546232
1,077167;63,484293;52,008834;63,484293
1,078167;63,423169;51,980742;63,423169
1,079167;63,362859;51,953209;63,362859
1,080167;63,303368;51,926234;63,303368
1,081167;63,244695;51,899819;63,244695
1,082167;63,186845;51,873962;63,186845
1,083167;63,129817;51,848664;63,129817
1,084167;63,073614;51,823925;63,073614
1,085167;63,018238;51,799744;63,018238
1,086167;62,963690;51,776121;62,963690
1,087167;62,909973;51,753056;62,909973
1,088167;62,857088;51,730548;62,857088
1,089167;62,805037;51,708598;62,805037
1,090167;62,753821;51,687205;62,753821
1,091167;62,703441;51,666369;62,703441
1,092167;62,653900;51,646089;62,653900
1,093167;62,605200;51,626366;62,605200
1,094167;62,557340;51,607198;62,557340
1,095167;62,510324;51,588585;62,510324
1,096167;62,464152;51,570528;62,464152
1,097167;62,418826;51,553024;62,418826
1,098167;62,374347;51,536075;62,374347
1,099167;62,330717;51,519679;62,330717
1,100167;62,287936;51,503836;62,287936
1,101167;62,246006;51,488546;62,246006
1,102167;62,204929;51,473807;62,204929
1,103167;62,164705;51,459620;62,164705
1,104167;62,125336;51,445984;62,125336
1,105167;62,086823;51,432898;62,086823
1,106167;62,049167;51,420362;62,049167
1,107167;62,012368;51,408374;62,012368
1,108167;61,976429;51,396935;61,976429
1,109167;61,941349;51,386043;61,941349
1,110167;61,907130;51,375698;61,907130
1,111167;61,873774;51,365899;61,873774
1,112167;61,841279;51,356646;61,841279
1,113167;61,809649;51,347938;61,809649
1,114167;61,778883;51,339773;61,778883
1,115167;61,748982;51,332151;61,748982
1,116167;61,719947;51,325072;61,719947
1,117167;61,691778;51,318534;61,691778
1,118167;61,664477;51,312537;61,664477
1,119167;61,638044;51,307080;61,638044
1,120167;61,612479;51,302162;61,612479
1,121167;61,587783;51,297781;61,587783
1,122167;61,563957;51,293938;61,563957
1,123167;61,541002;51,290631;61,541002
1,124167;61,518916;51,287859;61,518916
1,125167;61,497702;51,285621;61,497702
1,126167;61,477359;51,283917;61,477359
1,127167;61,457888;51,282745;61,457888
1,128167;61,439289;51,282104;61,439289
1,129167;61,421563;51,281994;61,421563
1,130167;61,404708;51,282412;61,404708
1,131167;61,388727;51,283359;61,388727
1,132167;61,373619;51,284833;61,373619
1,133167;61,359384;51,286833;61,359384
1,134167;61,346022;51,289358;61,346022
1,135167;61,333534;51,292406;61,333534
1,136167;61,321919;51,295977;61,321919
1,137167;61,311177;51,300069;61,311177
1,138167;61,301309;51,304682;61,301309
1,139167;61,292313;51,309814;61,292313
1,140167;61,284191;51,315464;61,284191
1,141167;61,276942;51,321630;61,276942
1,142167;61,270566;51,328312;61,270566
1,143167;61,265062;51,335509;61,265062
1,144167;61,260431;51,343218;61,260431
1,145167;61,256672;51,351439;61,256672
1,146167;61,253784;51,360170;61,253784
1,147167;61,251768;51,369411;61,251768
1,148167;61,250623;51,379159;61,250623
1,149167;61,250348;51,389414;61,250348
1,150167;61,250943;51,400174;61,250943
1,151167;61,252408;51,411438;61,252408
1,152167;61,254742;51,423204;61,254742
1,153167;61,257945;51,435472;61,257945
1,154167;61,262015;51,448239;61,262015
1,155167;61,266952;51,461505;61,266952
1,156167;61,272756;51,475268;61,272756
1,157167;61,279426;51,489526;61,279426
1,158167;61,286961;51,504278;61,286961
1,159167;61,295360;51,519523;61,295360
1,160167;61,304622;51,535259;61,304622
1,161167;61,314747;51,551485;61,314747
1,162167;61,325734;51,568199;61,325734
1,163167;61,337582;51,585400;61,337582
1,164167;61,350289;51,603086;61,350289
1,165167;61,363855;51,621256;61,363855
1,166167;61,378279;51,639909;61,378279
1,167167;61,393560;51,659042;61,393560
1,168167;61,409696;51,678654;61,409696
1,169167;61,426686;51,698744;61,426686
1,170167;61,444530;51,719310;61,444530
1,171167;61,463226;51,740350;61,463226
1,172167;61,482773;51,761864;61,482773
1,173167;61,503169;51,783849;61,503169
1,174167;61,524414;51,806303;61,524414
1,175167;61,546505;51,829226;61,546505
1,176167;61,569442;51,852615;61,569442
1,177167;61,593223;51,876469;61,593223
1,178167;61,617847;51,900786;61,617847
1,179167;61,643312;51,925566;61,643312
1,180167;61,669617;51,950805;61,669617
1,181167;61,696759;51,976502;61,696759
1,182167;61,724738;52,002656;61,724738
1,183167;61,753553;52,029265;61,753553
1,184167;61,783200;52,056327;61,783200
1,185167;61,813679;52,083841;61,813679
1,186167;61,844987;52,111805;61,844987
1,187167;61,877124;52,140216;61,877124
1,188167;61,910087;52,169075;61,910087
1,189167;61,943875;52,198378;61,943875
1,190167;61,978485;52,228124;61,978485
1,191167;62,013916;52,258311;62,013916
1,192167;62,050166;52,288938;62,050166
1,193167;62,087233;52,320003;62,087233
1,194167;62,125115;52,351504;62,125115
1,195167;62,163809;52,383439;62,163809
1,196167;62,203314;52,415806;62,203314
1,197167;62,243629;52,448604;62,243629
1,198167;62,284749;52,481831;62,284749
1,199167;62,326675;52,515485;62,326675
1,200167;62,369402;52,549565;62,369402
1,201167;62,412930;52,584068;62,412930
1,202167;62,457256;52,618992;62,457256
1,203167;62,502377;52,654337;62,502377
1,204167;62,548292;52,690100;62,548292
1,205167;62,594997;52,726278;62,594997
1,206167;62,642491;52,762872;62,642491
1,207167;62,690772;52,799877;62,690772
1,208167;62,739836;52,837294;62,739836
1,209167;62,789682;52,875119;62,789682
1,210167;62,840306;52,913351;62,840306
1,211167;62,891707;52,951989;62,891707
1,212167;62,943882;52,991029;62,943882
1,213167;62,996828;53,030472;62,996828
1,214167;63,050542;53,070313;63,050542
1,215167;63,105023;53,110553;63,105023
1,216167;63,160267;53,151188;63,160267
1,217167;63,216271;53,192217;63,216271
1,218167;63,273034;53,233637;63,273034
1,219167;63,330552;53,275448;63,330552
1,220167;63,388822;53,317648;63,388822
1,221167;63,447841;53,360233;63,447841
1,222167;63,507608;53,403203;63,507608
1,223167;63,568118;53,446555;63,568118
1,224167;63,629369;53,490288;63,629369
1,225167;63,691359;53,534400;63,691359
1,226167;63,754083;53,578888;63,754083
1,227167;63,817540;53,623751;63,817540
1,228167;63,881726;53,668986;63,881726
1,229167;63,946638;53,714593;63,946638
1,230167;64,012273;53,760568;64,012273
1,231167;64,078628;53,806911;64,078628
1,232167;64,145700;53,853619;64,145700
1,233167;64,213485;53,900689;64,213485
1,234167;64,281981;53,948121;64,281981
1,235167;64,351185;53,995913;64,351185
1,236167;64,421092;54,044061;64,421092
1,237167;64,491701;54,092565;64,491701
1,238167;64,563007;54,141422;64,563007
1,239167;64,635008;54,190630;64,635008
1,240167;64,707700;54,240188;64,707700
1,241167;64,781079;54,290094;64,781079
1,242167;64,855143;54,340344;64,855143
1,243167;64,929888;54,390939;64,929888
1,244167;65,005310;54,441874;65,005310
1,245167;65,081406;54,493150;65,081406
1,246167;65,158173;54,544763;65,158173
1,247167;65,235607;54,596711;65,235607
1,248167;65,313705;54,648993;65,313705
1,249167;65,392463;54,701607;65,392463
1,250167;65,471877;54,754550;65,471877
1,251167;65,551945;54,807821;65,551945
1,252167;65,632662;54,861418;65,632662
1,253167;65,714024;54,915338;65,714024
1,254167;65,796029;54,969580;65,796029
1,255167;65,878672;55,024141;65,878672
1,256167;65,961950;55,079021;65,961950
1,257167;66,045859;55,134215;66,045859
1,258167;66,130395;55,189724;66,130395
1,259167;66,215555;55,245544;66,215555
1,260167;66,301334;55,301674;66,301334
1,261167;66,387730;55,358111;66,387730
1,262167;66,474738;55,414854;66,474738
1,263167;66,562354;55,471901;66,562354
1,264167;66,650574;55,529249;66,650574
1,265167;66,739395;55,586897;66,739395
1,266167;66,828813;55,644843;66,828813
1,267167;66,918824;55,703084;66,918824
1,268167;67,009424;55,761619;67,009424
1,269167;67,100608;55,820445;67,100608
1,270167;67,192374;55,879561;67,192374
1,271167;67,284716;55,938965;67,284716
1,272167;67,377632;55,998654;67,377632
1,273167;67,471116;56,058626;67,471116
1,274167;67,565165;56,118880;67,565165
1,275167;67,659775;56,179414;67,659775
1,276167;67,754942;56,240225;67,754942
1,277167;67,850662;56,301311;67,850662
1,278167;67,946930;56,362671;67,946930
1,279167;68,043743;56,424302;68,043743
1,280167;68,141095;56,486203;68,141095
1,281167;68,238985;56,548371;68,238985
1,282167;68,337406;56,610805;68,337406
1,283167;68,436354;56,673501;68,436354
1,284167;68,535827;56,736459;68,535827
1,285167;68,635819;56,799677;68,635819
1,286167;68,736325;56,863151;68,736325
1,287167;68,837343;56,926881;68,837343
1,288167;68,938868;56,990864;68,938868
1,289167;69,040894;57,055099;69,040894
1,290167;69,143419;57,119582;69,143419
1,291167;69,246438;57,184313;69,246438
1,292167;69,349946;57,249289;69,349946
1,293167;69,453939;57,314508;69,453939
1,294167;69,558413;57,379968;69,558413
1,295167;69,663363;57,445667;69,663363
1,296167;69,768786;57,511603;69,768786
1,297167;69,874676;57,577775;69,874676
1,298167;69,981029;57,644179;69,981029
1,299167;70,087842;57,710814;70,087842
1,300167;70,195108;57,777679;70,195108
1,301167;70,302825;57,844770;70,302825
1,302167;70,410988;57,912086;70,410988
1,303167;70,519591;57,979625;70,519591
1,304167;70,628632;58,047385;70,628632
1,305167;70,738104;58,115364;70,738104
1,306167;70,848005;58,183560;70,848005
1,307167;70,958328;58,251970;70,958328
1,308167;71,069071;58,320594;71,069071
1,309167;71,180227;58,389428;71,180227
1,310167;71,291794;58,458471;71,291794
1,311167;71,403766;58,527721;71,403766
1,312167;71,516138;58,597175;71,516138
1,313167;71,628907;58,666832;71,628907
1,314167;71,742067;58,736690;71,742067
1,315167;71,855615;58,806747;71,855615
1,316167;71,969545;58,877000;71,969545
1,317167;72,083853;58,947448;72,083853
1,318167;72,198535;59,018089;72,198535
1,319167;72,313585;59,088920;72,313585
1,320167;72,429000;59,159940;72,429000
1,321167;72,544774;59,231146;72,544774
1,322167;72,660903;59,302537;72,660903
1,323167;72,777383;59,374111;72,777383
1,324167;72,894208;59,445865;72,894208
1,325167;73,011375;59,517798;73,011375
1,326167;73,128879;59,589907;73,128879
1,327167;73,246714;59,662191;73,246714
1,328167;73,364877;59,734647;73,364877
1,329167;73,483363;59,807274;73,483363
1,330167;73,602166;59,880069;73,602166
1,331167;73,721284;59,953030;73,721284
1,332167;73,840710;60,026157;73,840710
1,333167;73,960440;60,099445;73,960440
1,334167;74,080470;60,172894;74,080470
1,335167;74,200794;60,246502;74,200794
1,336167;74,321409;60,320266;74,321409
1,337167;74,442310;60,394184;74,442310
1,338167;74,563491;60,468255;74,563491
1,339167;74,684949;60,542476;74,684949
1,340167;74,806678;60,616845;74,806678
1,341167;74,928674;60,691361;74,928674
1,342167;75,050933;60,766022;75,050933
1,343167;75,173449;60,840824;75,173449
1,344167;75,296218;60,915768;75,296218
1,345167;75,419235;60,990849;75,419235
1,346167;75,542496;61,066067;75,542496
1,347167;75,665996;61,141419;75,665996
1,348167;75,789730;61,216904;75,789730
1,349167;75,913694;61,292519;75,913694
1,350167;76,037883;61,368262;76,037883
1,351167;76,162293;61,444132;76,162293
1,352167;76,286918;61,520126;76,286918
1,353167;76,411754;61,596242;76,411754
1,354167;76,536796;61,672479;76,536796
1,355167;76,662040;61,748834;76,662040
1,356167;76,787481;61,825306;76,787481
1,357167;76,913115;61,901892;76,913115
1,358167;77,038936;61,978590;77,038936
1,359167;77,164940;62,055399;77,164940
1,360167;77,291123;62,132316;77,291123
1,361167;77,417480;62,209339;77,417480
1,362167;77,544006;62,286467;77,544006
1,363167;77,670697;62,363697;77,670697
1,364167;77,797547;62,441028;77,797547
1,365167;77,924553;62,518457;77,924553
1,366167;78,051709;62,595982;78,051709
1,367167;78,179012;62,673602;78,179012
1,368167;78,306456;62,751315;78,306456
1,369167;78,434038;62,829117;78,434038
1,370167;78,561751;62,907009;78,561751
1,371167;78,689592;62,984986;78,689592
1,372167;78,817556;63,063048;78,817556
1,373167;78,945639;63,141193;78,945639
1,374167;79,073836;63,219418;79,073836
1,375167;79,202143;63,297722;79,202143
1,376167;79,330554;63,376102;79,330554
