Standard Model;G2;G3;G2
"Zeitpunkt in s";"firel in deg";"firel in deg";"firel in deg"
1,377167;79,459065;63,454556;79,459065
1,378167;79,587672;63,533083;79,587672
1,379167;79,716371;63,611681;79,716371
1,380167;79,845156;63,690347;79,845156
1,381167;79,974023;63,769080;79,974023
1,382167;80,102968;63,847878;80,102968
1,383167;80,231986;63,926738;80,231986
1,384167;80,361073;64,005658;80,361073
1,385167;80,490224;64,084638;80,490224
1,386167;80,619435;64,163674;80,619435
1,387167;80,748701;64,242764;80,748701
1,388167;80,878017;64,321907;80,878017
1,389167;81,007380;64,401101;81,007380
1,390167;81,136784;64,480344;81,136784
1,391167;81,266227;64,559634;81,266227
1,392167;81,395701;64,638968;81,395701
1,393167;81,525205;64,718345;81,525205
1,394167;81,654733;64,797763;81,654733
1,395167;81,784280;64,877219;81,784280
1,396167;81,913843;64,956713;81,913843
1,397167;82,043416;65,036241;82,043416
1,398167;82,172997;65,115802;82,172997
1,399167;82,302579;65,195395;82,302579
1,400167;82,432160;65,275016;82,432160
1,401167;82,561734;65,354664;82,561734
1,402167;82,691297;65,434337;82,691297
1,403167;82,820845;65,514033;82,820845
1,404167;82,950374;65,593750;82,950374
1,405167;83,079879;65,673486;83,079879
1,406167;83,209356;65,753239;83,209356
1,407167;83,338801;65,833008;83,338801
1,408167;83,468210;65,912789;83,468210
1,409167;83,597577;65,992582;83,597577
1,410167;83,726900;66,072384;83,726900
1,411167;83,856174;66,152193;83,856174
1,412167;83,985394;66,232007;83,985394
1,413167;84,114557;66,311825;84,114557
1,414167;84,243658;66,391644;84,243658
1,415167;84,372694;66,471462;84,372694
1,416167;84,501659;66,551278;84,501659
1,417167;84,630550;66,631089;84,630550
1,418167;84,759363;66,710894;84,759363
1,419167;84,888093;66,790690;84,888093
1,420167;85,016737;66,870476;85,016737
1,421167;85,145291;66,950249;85,145291
1,422167;85,273749;67,030008;85,273749
1,423167;85,402110;67,109750;85,402110
1,424167;85,530367;67,189474;85,530367
1,425167;85,658518;67,269178;85,658518
1,426167;85,786558;67,348860;85,786558
1,427167;85,914483;67,428517;85,914483
1,428167;86,042289;67,508149;86,042289
1,429167;86,169973;67,587752;86,169973
1,430167;86,297530;67,667325;86,297530
1,431167;86,424957;67,746866;86,424957
1,432167;86,552249;67,826373;86,552249
1,433167;86,679403;67,905844;86,679403
1,434167;86,806414;67,985278;86,806414
1,435167;86,933279;68,064671;86,933279
1,436167;87,059995;68,144023;87,059995
1,437167;87,186556;68,223331;87,186556
1,438167;87,312960;68,302593;87,312960
1,439167;87,439203;68,381808;87,439203
1,440167;87,565280;68,460973;87,565280
1,441167;87,691188;68,540086;87,691188
1,442167;87,816924;68,619146;87,816924
1,443167;87,942483;68,698151;87,942483
1,444167;88,067862;68,777098;88,067862
1,445167;88,193056;68,855986;88,193056
1,446167;88,318064;68,934813;88,318064
1,447167;88,442879;69,013576;88,442879
1,448167;88,567500;69,092274;88,567500
1,449167;88,691923;69,170906;88,691923
1,450167;88,816143;69,249468;88,816143
1,451167;88,940157;69,327959;88,940157
1,452167;89,063962;69,406378;89,063962
1,453167;89,187554;69,484721;89,187554
1,454167;89,310930;69,562988;89,310930
1,455167;89,434085;69,641176;89,434085
1,456167;89,557017;69,719284;89,557017
1,457167;89,679722;69,797309;89,679722
1,458167;89,802196;69,875250;89,802196
1,459167;89,924436;69,953104;89,924436
1,460167;90,046439;70,030870;90,046439
1,461167;90,168201;70,108546;90,168201
1,462167;90,289719;70,186130;90,289719
1,463167;90,410989;70,263619;90,410989
1,464167;90,532008;70,341013;90,532008
1,465167;90,652773;70,418308;90,652773
1,466167;90,773279;70,495504;90,773279
1,467167;90,893525;70,572599;90,893525
1,468167;91,013507;70,649589;91,013507
1,469167;91,133221;70,726474;91,133221
1,470167;91,252664;70,803252;91,252664
1,471167;91,371832;70,879920;91,371832
1,472167;91,490724;70,956477;91,490724
1,473167;91,609335;71,032921;91,609335
1,474167;91,727662;71,109249;91,727662
1,475167;91,845703;71,185461;91,845703
1,476167;91,963453;71,261554;91,963453
1,477167;92,080910;71,337526;92,080910
1,478167;92,198071;71,413376;92,198071
1,479167;92,314932;71,489101;92,314932
1,480167;92,431491;71,564699;92,431491
1,481167;92,547745;71,640169;92,547745
1,482167;92,663690;71,715510;92,663690
1,483167;92,779323;71,790717;92,779323
1,484167;92,894642;71,865792;92,894642
1,485167;93,009643;71,940730;93,009643
1,486167;93,124324;72,015530;93,124324
1,487167;93,238682;72,090191;93,238682
1,488167;93,352713;72,164710;93,352713
1,489167;93,466415;72,239087;93,466415
1,490167;93,579785;72,313318;93,579785
1,491167;93,692819;72,387401;93,692819
1,492167;93,805516;72,461336;93,805516
1,493167;93,917873;72,535121;93,917873
1,494167;94,029886;72,608752;94,029886
1,495167;94,141552;72,682229;94,141552
1,496167;94,252870;72,755550;94,252870
1,497167;94,363836;72,828712;94,363836
1,498167;94,474448;72,901715;94,474448
1,499167;94,584702;72,974555;94,584702
1,500167;94,694597;73,047232;94,694597
1,501167;94,804129;73,119744;94,804129
1,502167;94,913296;73,192088;94,913296
1,503167;95,022095;73,264262;95,022095
1,504167;95,130523;73,336266;95,130523
1,505167;95,238579;73,408097;95,238579
1,506167;95,346259;73,479753;95,346259
1,507167;95,453561;73,551232;95,453561
1,508167;95,560483;73,622534;95,560483
1,509167;95,667021;73,693655;95,667021
1,510167;95,773174;73,764594;95,773174
1,511167;95,878939;73,835349;95,878939
1,512167;95,984313;73,905919;95,984313
1,513167;96,089294;73,976301;96,089294
1,514167;96,193879;74,046494;96,193879
1,515167;96,298067;74,116497;96,298067
1,516167;96,401855;74,186306;96,401855
1,517167;96,505240;74,255921;96,505240
1,518167;96,608221;74,325340;96,608221
1,519167;96,710794;74,394560;96,710794
1,520167;96,812957;74,463581;96,812957
1,521167;96,914709;74,532400;96,914709
1,522167;97,016047;74,601015;97,016047
1,523167;97,116969;74,669425;97,116969
1,524167;97,217472;74,737629;97,217472
1,525167;97,317555;74,805623;97,317555
1,526167;97,417215;74,873407;97,417215
1,527167;97,516450;74,940979;97,516450
1,528167;97,615257;75,008337;97,615257
1,529167;97,713636;75,075479;97,713636
1,530167;97,811583;75,142404;97,811583
1,531167;97,909097;75,209109;97,909097
1,532167;98,006175;75,275594;98,006175
1,533167;98,102815;75,341856;98,102815
1,534167;98,199016;75,407893;98,199016
1,535167;98,294775;75,473705;98,294775
1,536167;98,390091;75,539289;98,390091
1,537167;98,484961;75,604643;98,484961
1,538167;98,579384;75,669766;98,579384
1,539167;98,673357;75,734656;98,673357
1,540167;98,766879;75,799311;98,766879
1,541167;98,859948;75,863730;98,859948
1,542167;98,952562;75,927912;98,952562
1,543167;99,044718;75,991853;99,044718
1,544167;99,136416;76,055553;99,136416
1,545167;99,227653;76,119010;99,227653
1,546167;99,318428;76,182223;99,318428
1,547167;99,408738;76,245189;99,408738
1,548167;99,498583;76,307907;99,498583
1,549167;99,587960;76,370375;99,587960
1,550167;99,676867;76,432592;99,676867
1,551167;99,765303;76,494557;99,765303
1,552167;99,853266;76,556266;99,853266
1,553167;99,940755;76,617720;99,940755
1,554167;100,027768;76,678915;100,027768
1,555167;100,114303;76,739851;100,114303
1,556167;100,200358;76,800526;100,200358
1,557167;100,285932;76,860938;100,285932
1,558167;100,371024;76,921086;100,371024
1,559167;100,455632;76,980968;100,455632
1,560167;100,539753;77,040583;100,539753
1,561167;100,623388;77,099928;100,623388
1,562167;100,706534;77,159003;100,706534
1,563167;100,789189;77,217805;100,789189
1,564167;100,871353;77,276334;100,871353
1,565167;100,953024;77,334587;100,953024
1,566167;101,034200;77,392563;101,034200
1,567167;101,114880;77,450261;101,114880
1,568167;101,195063;77,507679;101,195063
1,569167;101,274747;77,564815;101,274747
1,570167;101,353931;77,621668;101,353931
1,571167;101,432613;77,678236;101,432613
1,572167;101,510792;77,734518;101,510792
1,573167;101,588467;77,790512;101,588467
1,574167;101,665637;77,846218;101,665637
1,575167;101,742300;77,901632;101,742300
1,576167;101,818454;77,956754;101,818454
1,577167;101,894100;78,011582;101,894100
1,578167;101,969235;78,066116;101,969235
1,579167;102,043858;78,120352;102,043858
1,580167;102,117969;78,174290;102,117969
1,581167;102,191565;78,227929;102,191565
1,582167;102,264646;78,281266;102,264646
1,583167;102,337211;78,334301;102,337211
1,584167;102,409258;78,387032;102,409258
1,585167;102,480787;78,439457;102,480787
1,586167;102,551796;78,491576;102,551796
1,587167;102,622284;78,543386;102,622284
1,588167;102,692250;78,594887;102,692250
1,589167;102,761694;78,646076;102,761694
1,590167;102,830613;78,696952;102,830613
1,591167;102,899007;78,747515;102,899007
1,592167;102,966876;78,797763;102,966876
1,593167;103,034217;78,847693;103,034217
1,594167;103,101031;78,897306;103,101031
1,595167;103,167316;78,946599;103,167316
1,596167;103,233071;78,995571;103,233071
1,597167;103,298295;79,044220;103,298295
1,598167;103,362988;79,092547;103,362988
1,599167;103,427148;79,140548;103,427148
1,600167;103,490775;79,188223;103,490775
1,601167;103,553867;79,235571;103,553867
1,602167;103,616425;79,282589;103,616425
1,603167;103,678446;79,329278;103,678446
1,604167;103,739931;79,375634;103,739931
1,605167;103,800879;79,421658;103,800879
1,606167;103,861288;79,467348;103,861288
1,607167;103,921159;79,512703;103,921159
1,608167;103,980489;79,557721;103,980489
1,609167;104,039279;79,602401;104,039279
1,610167;104,097528;79,646741;104,097528
1,611167;104,155235;79,690742;104,155235
1,612167;104,212399;79,734400;104,212399
1,613167;104,269020;79,777716;104,269020
1,614167;104,325097;79,820687;104,325097
1,615167;104,380630;79,863314;104,380630
1,616167;104,435617;79,905593;104,435617
1,617167;104,490058;79,947525;104,490058
1,618167;104,543953;79,989108;104,543953
1,619167;104,597301;80,030341;104,597301
1,620167;104,650102;80,071222;104,650102
1,621167;104,702354;80,111751;104,702354
1,622167;104,754058;80,151926;104,754058
1,623167;104,805212;80,191747;104,805212
1,624167;104,855817;80,231211;104,855817
1,625167;104,905872;80,270319;104,905872
1,626167;104,955376;80,309068;104,955376
1,627167;105,004328;80,347458;105,004328
1,628167;105,052729;80,385488;105,052729
1,629167;105,100578;80,423156;105,100578
1,630167;105,147875;80,460461;105,147875
1,631167;105,194618;80,497403;105,194618
1,632167;105,240809;80,533980;105,240809
1,633167;105,286445;80,570191;105,286445
1,634167;105,331528;80,606036;105,331528
1,635167;105,376056;80,641512;105,376056
1,636167;105,420029;80,676619;105,420029
1,637167;105,463447;80,711357;105,463447
1,638167;105,506310;80,745724;105,506310
1,639167;105,548616;80,779718;105,548616
1,640167;105,590367;80,813340;105,590367
1,641167;105,631562;80,846587;105,631562
1,642167;105,672199;80,879460;105,672199
1,643167;105,712280;80,911957;105,712280
1,644167;105,751804;80,944077;105,751804
1,645167;105,790770;80,975819;105,790770
1,646167;105,829179;81,007182;105,829179
1,647167;105,867030;81,038166;105,867030
1,648167;105,904323;81,068769;105,904323
1,649167;105,941058;81,098991;105,941058
1,650167;105,977235;81,128830;105,977235
1,651167;106,012853;81,158286;106,012853
1,652167;106,047912;81,187357;106,047912
1,653167;106,082413;81,216044;106,082413
1,654167;106,116355;81,244345;106,116355
1,655167;106,149738;81,272259;106,149738
1,656167;106,182561;81,299785;106,182561
1,657167;106,214826;81,326923;106,214826
1,658167;106,246531;81,353672;106,246531
1,659167;106,277677;81,380031;106,277677
1,660167;106,308264;81,405998;106,308264
1,661167;106,338291;81,431575;106,338291
1,662167;106,367759;81,456758;106,367759
1,663167;106,396667;81,481549;106,396667
1,664167;106,425016;81,505946;106,425016
1,665167;106,452805;81,529948;106,452805
1,666167;106,480036;81,553554;106,480036
1,667167;106,506706;81,576765;106,506706
1,668167;106,532818;81,599578;106,532818
1,669167;106,558370;81,621994;106,558370
1,670167;106,583363;81,644012;106,583363
1,671167;106,607796;81,665631;106,607796
1,672167;106,631671;81,686850;106,631671
1,673167;106,654987;81,707669;106,654987
1,674167;106,677744;81,728088;106,677744
1,675167;106,699942;81,748104;106,699942
1,676167;106,721582;81,767719;106,721582
1,677167;106,742663;81,786930;106,742663
1,678167;106,763186;81,805739;106,763186
1,679167;106,783151;81,824143;106,783151
1,680167;106,802558;81,842143;106,802558
1,681167;106,821407;81,859737;106,821407
1,682167;106,839699;81,876926;106,839699
1,683167;106,857433;81,893709;106,857433
1,684167;106,874610;81,910085;106,874610
1,685167;106,891231;81,926053;106,891231
1,686167;106,907294;81,941614;106,907294
1,687167;106,922801;81,956767;106,922801
1,688167;106,937753;81,971511;106,937753
1,689167;106,952148;81,985845;106,952148
1,690167;106,965988;81,999770;106,965988
1,691167;106,979272;82,013284;106,979272
1,692167;106,992001;82,026388;106,992001
1,693167;107,004176;82,039081;107,004176
1,694167;107,015797;82,051362;107,015797
1,695167;107,026863;82,063232;107,026863
1,696167;107,037376;82,074689;107,037376
1,697167;107,047335;82,085733;107,047335
1,698167;107,056741;82,096365;107,056741
1,699167;107,065595;82,106583;107,065595
1,700167;107,073897;82,116387;107,073897
1,701167;107,081646;82,125777;107,081646
1,702167;107,088845;82,134753;107,088845
1,703167;107,095492;82,143314;107,095492
1,704167;107,101589;82,151460;107,101589
1,705167;107,107136;82,159191;107,107136
1,706167;107,112132;82,166506;107,112132
1,707167;107,116580;82,173405;107,116580
1,708167;107,120479;82,179888;107,120479
1,709167;107,123829;82,185955;107,123829
1,710167;107,126632;82,191605;107,126632
1,711167;107,128887;82,196838;107,128887
1,712167;107,130596;82,201654;107,130596
1,713167;107,131758;82,206054;107,131758
1,714167;107,132374;82,210036;107,132374
1,715167;107,132445;82,213600;107,132445
1,716167;107,131971;82,216747;107,131971
1,717167;107,130952;82,219475;107,130952
1,718167;107,129390;82,221786;107,129390
1,719167;107,127285;82,223679;107,127285
1,720167;107,124638;82,225154;107,124638
1,721167;107,121448;82,226211;107,121448
1,722167;107,117717;82,226849;107,117717
1,723167;107,113445;82,227069;107,113445
1,724167;107,108633;82,226870;107,108633
1,725167;107,103281;82,226253;107,103281
1,726167;107,097391;82,225218;107,097391
1,727167;107,090962;82,223764;107,090962
1,728167;107,083995;82,221891;107,083995
1,729167;107,076492;82,219600;107,076492
1,730167;107,068452;82,216891;107,068452
1,731167;107,059876;82,213763;107,059876
1,732167;107,050765;82,210217;107,050765
1,733167;107,041120;82,206253;107,041120
1,734167;107,030942;82,201870;107,030942
1,735167;107,020230;82,197070;107,020230
1,736167;107,008986;82,191851;107,008986
1,737167;106,997211;82,186215;106,997211
1,738167;106,984904;82,180161;106,984904
1,739167;106,972068;82,173689;106,972068
1,740167;106,958703;82,166800;106,958703
1,741167;106,944809;82,159493;106,944809
1,742167;106,930387;82,151770;106,930387
1,743167;106,915438;82,143629;106,915438
1,744167;106,899963;82,135073;106,899963
1,745167;106,883962;82,126099;106,883962
1,746167;106,867437;82,116710;106,867437
1,747167;106,850388;82,106904;106,850388
1,748167;106,832816;82,096683;106,832816
1,749167;106,814722;82,086047;106,814722
1,750167;106,796106;82,074995;106,796106
1,751167;106,776970;82,063529;106,776970
1,752167;106,757315;82,051648;106,757315
1,753167;106,737140;82,039353;106,737140
1,754167;106,716447;82,026645;106,716447
1,755167;106,695238;82,013523;106,695238
1,756167;106,673512;81,999988;106,673512
1,757167;106,651271;81,986040;106,651271
1,758167;106,628515;81,971680;106,628515
1,759167;106,605246;81,956909;106,605246
1,760167;106,581464;81,941726;106,581464
1,761167;106,557170;81,926132;106,557170
1,762167;106,532366;81,910128;106,532366
1,763167;106,507052;81,893713;106,507052
1,764167;106,481229;81,876890;106,481229
1,765167;106,454898;81,859657;106,454898
1,766167;106,428061;81,842016;106,428061
1,767167;106,400717;81,823966;106,400717
1,768167;106,372868;81,805510;106,372868
1,769167;106,344515;81,786646;106,344515
1,770167;106,315659;81,767377;106,315659
1,771167;106,286302;81,747701;106,286302
1,772167;106,256443;81,727621;106,256443
1,773167;106,226084;81,707136;106,226084
1,774167;106,195226;81,686247;106,195226
1,775167;106,163870;81,664955;106,163870
1,776167;106,132017;81,643261;106,132017
1,777167;106,099669;81,621164;106,099669
1,778167;106,066826;81,598667;106,066826
1,779167;106,033489;81,575768;106,033489
1,780167;105,999659;81,552471;105,999659
1,781167;105,965338;81,528774;105,965338
1,782167;105,930526;81,504678;105,930526
1,783167;105,895225;81,480185;105,895225
1,784167;105,859436;81,455296;105,859436
1,785167;105,823159;81,430010;105,823159
1,786167;105,786397;81,404329;105,786397
1,787167;105,749149;81,378254;105,749149
1,788167;105,711418;81,351785;105,711418
1,789167;105,673204;81,324923;105,673204
1,790167;105,634509;81,297669;105,634509
1,791167;105,595334;81,270025;105,595334
1,792167;105,555679;81,241990;105,555679
1,793167;105,515547;81,213566;105,515547
1,794167;105,474937;81,184753;105,474937
1,795167;105,433853;81,155553;105,433853
1,796167;105,392293;81,125967;105,392293
1,797167;105,350261;81,095995;105,350261
1,798167;105,307757;81,065638;105,307757
1,799167;105,264782;81,034898;105,264782
1,800167;105,221338;81,003775;105,221338
1,801167;105,177425;80,972270;105,177425
1,802167;105,133045;80,940385;105,133045
1,803167;105,088200;80,908120;105,088200
1,804167;105,042890;80,875477;105,042890
1,805167;104,997118;80,842457;104,997118
1,806167;104,950883;80,809060;104,950883
1,807167;104,904188;80,775287;104,904188
1,808167;104,857033;80,741141;104,857033
1,809167;104,809420;80,706621;104,809420
1,810167;104,761351;80,671729;104,761351
1,811167;104,712827;80,636467;104,712827
1,812167;104,663848;80,600835;104,663848
1,813167;104,614417;80,564835;104,614417
1,814167;104,564534;80,528467;104,564534
1,815167;104,514202;80,491733;104,514202
1,816167;104,463421;80,454634;104,463421
1,817167;104,412192;80,417172;104,412192
1,818167;104,360518;80,379347;104,360518
1,819167;104,308399;80,341161;104,308399
1,820167;104,255838;80,302615;104,255838
1,821167;104,202834;80,263711;104,202834
1,822167;104,149391;80,224449;104,149391
1,823167;104,095508;80,184831;104,095508
1,824167;104,041189;80,144859;104,041189
1,825167;103,986433;80,104533;103,986433
1,826167;103,931243;80,063856;103,931243
1,827167;103,875619;80,022827;103,875619
1,828167;103,819564;79,981450;103,819564
1,829167;103,763079;79,939725;103,763079
1,830167;103,706166;79,897653;103,706166
1,831167;103,648825;79,855236;103,648825
1,832167;103,591058;79,812476;103,591058
1,833167;103,532868;79,769373;103,532868
1,834167;103,474254;79,725930;103,474254
1,835167;103,415220;79,682147;103,415220
1,836167;103,355766;79,638027;103,355766
1,837167;103,295894;79,593571;103,295894
1,838167;103,235605;79,548779;103,235605
1,839167;103,174902;79,503655;103,174902
1,840167;103,113785;79,458199;103,113785
1,841167;103,052256;79,412413;103,052256
1,842167;102,990317;79,366298;102,990317
1,843167;102,927969;79,319856;102,927969
1,844167;102,865214;79,273089;102,865214
1,845167;102,802054;79,225998;102,802054
1,846167;102,738490;79,178585;102,738490
1,847167;102,674524;79,130852;102,674524
1,848167;102,610157;79,082799;102,610157
1,849167;102,545391;79,034430;102,545391
1,850167;102,480227;78,985744;102,480227
1,851167;102,414668;78,936745;102,414668
1,852167;102,348715;78,887434;102,348715
1,853167;102,282370;78,837812;102,282370
1,854167;102,215634;78,787881;102,215634
1,855167;102,148509;78,737643;102,148509
1,856167;102,080997;78,687100;102,080997
1,857167;102,013099;78,636253;102,013099
1,858167;101,944817;78,585105;101,944817
1,859167;101,876153;78,533656;101,876153
1,860167;101,807109;78,481910;101,807109
1,861167;101,737686;78,429866;101,737686
1,862167;101,667886;78,377529;101,667886
1,863167;101,597711;78,324898;101,597711
1,864167;101,527163;78,271976;101,527163
1,865167;101,456243;78,218766;101,456243
1,866167;101,384953;78,165268;101,384953
1,867167;101,313295;78,111484;101,313295
1,868167;101,241270;78,057417;101,241270
1,869167;101,168882;78,003069;101,168882
1,870167;101,096130;77,948441;101,096130
1,871167;101,023018;77,893535;101,023018
1,872167;100,949547;77,838353;100,949547
1,873167;100,875718;77,782897;100,875718
1,874167;100,801535;77,727170;100,801535
1,875167;100,726998;77,671172;100,726998
1,876167;100,652109;77,614906;100,652109
1,877167;100,576871;77,558374;100,576871
1,878167;100,501284;77,501579;100,501284
1,879167;100,425352;77,444521;100,425352
1,880167;100,349076;77,387203;100,349076
1,881167;100,272458;77,329627;100,272458
1,882167;100,195500;77,271795;100,195500
1,883167;100,118203;77,213710;100,118203
1,884167;100,040570;77,155372;100,040570
1,885167;99,962603;77,096785;99,962603
1,886167;99,884303;77,037950;99,884303
1,887167;99,805673;76,978869;99,805673
1,888167;99,726714;76,919545;99,726714
1,889167;99,647429;76,859980;99,647429
1,890167;99,567819;76,800175;99,567819
1,891167;99,487887;76,740133;99,487887
1,892167;99,407635;76,679856;99,407635
1,893167;99,327064;76,619347;99,327064
1,894167;99,246176;76,558606;99,246176
1,895167;99,164974;76,497637;99,164974
1,896167;99,083459;76,436442;99,083459
1,897167;99,001635;76,375022;99,001635
1,898167;98,919502;76,313381;98,919502
1,899167;98,837062;76,251520;98,837062
1,900167;98,754319;76,189441;98,754319
1,901167;98,671274;76,127147;98,671274
1,902167;98,587928;76,064640;98,587928
1,903167;98,504285;76,001922;98,504285
1,904167;98,420346;75,938995;98,420346
1,905167;98,336114;75,875862;98,336114
1,906167;98,251590;75,812525;98,251590
1,907167;98,166776;75,748986;98,166776
1,908167;98,081676;75,685248;98,081676
1,909167;97,996290;75,621312;97,996290
1,910167;97,910622;75,557182;97,910622
1,911167;97,824673;75,492859;97,824673
1,912167;97,738445;75,428345;97,738445
1,913167;97,651941;75,363644;97,651941
1,914167;97,565163;75,298757;97,565163
1,915167;97,478113;75,233686;97,478113
1,916167;97,390794;75,168435;97,390794
1,917167;97,303207;75,103005;97,303207
1,918167;97,215354;75,037398;97,215354
1,919167;97,127239;74,971618;97,127239
1,920167;97,038863;74,905667;97,038863
1,921167;96,950228;74,839546;96,950228
1,922167;96,861338;74,773258;96,861338
1,923167;96,772193;74,706806;96,772193
1,924167;96,682797;74,640192;96,682797
1,925167;96,593151;74,573418;96,593151
1,926167;96,503259;74,506487;96,503259
1,927167;96,413121;74,439402;96,413121
1,928167;96,322742;74,372164;96,322742
1,929167;96,232122;74,304776;96,232122
1,930167;96,141264;74,237241;96,141264
1,931167;96,050171;74,169561;96,050171
1,932167;95,958845;74,101738;95,958845
1,933167;95,867289;74,033775;95,867289
1,934167;95,775504;73,965675;95,775504
1,935167;95,683493;73,897439;95,683493
1,936167;95,591259;73,829070;95,591259
1,937167;95,498804;73,760571;95,498804
1,938167;95,406130;73,691945;95,406130
1,939167;95,313239;73,623193;95,313239
1,940167;95,220135;73,554318;95,220135
1,941167;95,126819;73,485323;95,126819
1,942167;95,033295;73,416210;95,033295
1,943167;94,939564;73,346981;94,939564
1,944167;94,845628;73,277640;94,845628
1,945167;94,751492;73,208189;94,751492
1,946167;94,657156;73,138629;94,657156
1,947167;94,562623;73,068965;94,562623
1,948167;94,467896;72,999197;94,467896
1,949167;94,372978;72,929329;94,372978
1,950167;94,277870;72,859364;94,277870
1,951167;94,182576;72,789303;94,182576
1,952167;94,087097;72,719149;94,087097
1,953167;93,991437;72,648905;93,991437
1,954167;93,895598;72,578574;93,895598
1,955167;93,799583;72,508158;93,799583
1,956167;93,703393;72,437658;93,703393
1,957167;93,607032;72,367079;93,607032
1,958167;93,510503;72,296423;93,510503
1,959167;93,413807;72,225691;93,413807
1,960167;93,316947;72,154887;93,316947
1,961167;93,219926;72,084013;93,219926
1,962167;93,122747;72,013072;93,122747
1,963167;93,025412;71,942066;93,025412
1,964167;92,927924;71,870998;92,927924
1,965167;92,830285;71,799870;92,830285
1,966167;92,732499;71,728685;92,732499
1,967167;92,634567;71,657445;92,634567
1,968167;92,536492;71,586154;92,536492
1,969167;92,438277;71,514813;92,438277
1,970167;92,339925;71,443425;92,339925
1,971167;92,241439;71,371993;92,241439
1,972167;92,142820;71,300519;92,142820
1,973167;92,044072;71,229006;92,044072
1,974167;91,945197;71,157456;91,945197
1,975167;91,846198;71,085872;91,846198
1,976167;91,747079;71,014257;91,747079
1,977167;91,647840;70,942612;91,647840
1,978167;91,548486;70,870941;91,548486
1,979167;91,449019;70,799247;91,449019
1,980167;91,349441;70,727531;91,349441
1,981167;91,249756;70,655796;91,249756
1,982167;91,149966;70,584045;91,149966
1,983167;91,050074;70,512280;91,050074
1,984167;90,950083;70,440504;90,950083
1,985167;90,849995;70,368720;90,849995
1,986167;90,749814;70,296929;90,749814
1,987167;90,649541;70,225135;90,649541
1,988167;90,549180;70,153341;90,549180
1,989167;90,448734;70,081547;90,448734
1,990167;90,348205;70,009758;90,348205
1,991167;90,247597;69,937976;90,247597
1,992167;90,146911;69,866202;90,146911
1,993167;90,046151;69,794441;90,046151
1,994167;89,945320;69,722694;89,945320
1,995167;89,844421;69,650963;89,844421
1,996167;89,743455;69,579252;89,743455
1,997167;89,642427;69,507562;89,642427
1,998167;89,541339;69,435897;89,541339
1,999167;89,440194;69,364259;89,440194
2,000000;89,355861;69,304585;89,355861
