t,V,θ,Eq,Ed,ψ1d,ψ2q,δ,ω,Id,Iq,Pg,Qg,dEq,dEd,dψ1d,dψ2q,dδ,dω,Efd,Vt,Vr,Vf,dEfd,dVt,dVr,dVf,Pm,Pv,Tm,dPm,dPv
0.066,1.049299955367531,0.09826297924201592,1.0411233296232163,0.48413171560935836,0.8819274006615502,-0.6631027151445471,0.8690549330066174,1.0000000000000056,0.7209960356169383,0.37917584930730286,6.499999999993989,2.124118260954323,-6.524744391650836e-14,-1.8339161261561926e-12,-5.020130031081804e-13,2.849024316918137e-12,2.102126334436035e-12,9.089392069809834e-14,2.21778890220853,1.049299955367548,-0.0929253550004504,1.0237691636905756e-14,4.434987364196628e-12,-1.690929930683743e-12,1.6930661354314153e-11,2.600935330427518e-13,0.8125000000000394,0.8125000000000341,0.8125000000000349,-6.146601777659219e-14,-2.0818806562591093e-13
0.076,1.0492999553675182,0.09826297924205117,1.0411233296232156,0.48413171560934015,0.8819274006615455,-0.6631027151445205,0.8690549330066402,1.0000000000000064,0.720996035616934,0.3791758493073192,6.499999999993956,2.1241182609542575,-6.0100610702294e-14,-1.81357682260435e-12,-4.0835473993903547e-13,2.404659136396671e-12,2.4267751350853228e-12,9.127926548801301e-14,2.217788902208576,1.0492999553675317,-0.09292535500029869,1.291129628245509e-14,4.74964728983754e-12,-1.3836677896233682e-12,1.2930014178944319e-11,2.770390248575812e-13,0.8125000000000387,0.812500000000032,0.8125000000000335,-7.045759176349772e-14,-2.3833898145691596e-13
0.086,1.0492999553675093,0.09826297924208577,1.041123329623215,0.4841317156093223,0.8819274006615418,-0.6631027151444984,0.8690549330066649,1.0000000000000073,0.7209960356169282,0.3791758493073399,6.499999999993972,2.124118260954147,-5.3304030324897126e-14,-1.7666534741309179e-12,-3.15266906402567e-13,1.983578531274076e-12,2.577931338088084e-12,9.083327483664696e-14,2.2177889022086243,1.0492999553675197,-0.09292535500018523,1.573323584989415e-14,4.994827603222575e-12,-1.007470573921714e-12,9.436475409214562e-12,2.89610702838392e-13,0.812500000000038,0.8125000000000294,0.812500000000032,-7.954372551684425e-14,-2.686151150431039e-13
0.09599999999999999,1.0492999553675006,0.09826297924212167,1.0411233296232143,0.4841317156093049,0.8819274006615389,-0.6631027151444794,0.8690549330066922,1.0000000000000082,0.720996035616925,0.3791758493073563,6.49999999999398,2.124118260954071,-4.703788555754384e-14,-1.719281361361677e-12,-2.6379508308505393e-13,1.7482240886939604e-12,2.8518068970682106e-12,9.085322086227406e-14,2.217788902208675,1.0492999553675095,-0.09292535500010028,1.8664251987696118e-14,5.181399648974665e-12,-9.297453148536425e-13,7.066300034603128e-12,2.985554422983424e-13,0.8125000000000371,0.8125000000000265,0.8125000000000304,-8.858331869866783e-14,-2.9867842033268155e-13
0.10599999999999998,1.0492999553674935,0.09826297924215911,1.041123329623214,0.484131715609288,0.8819274006615365,-0.663102715144463,0.869054933006722,1.000000000000009,0.7209960356169225,0.3791758493073719,6.499999999993998,2.1241182609539995,-4.006055511148154e-14,-1.6581658861274748e-12,-2.0291541181081343e-13,1.5249994684320266e-12,3.0950408507680192e-12,9.033282397837002e-14,2.2177889022087274,1.049299955367501,-0.09292535500003721,2.167175129160135e-14,5.320693307054813e-12,-7.441544947007336e-13,5.21687323996682e-12,3.0457408869568616e-13,0.8125000000000361,0.8125000000000233,0.8125000000000286,-9.730584580498714e-14,-3.275038081882535e-13
0.11599999999999998,1.049299955367487,0.09826297924219815,1.0411233296232136,0.48413171560927176,0.8819274006615346,-0.6631027151444483,0.8690549330067542,1.00000000000001,0.7209960356169206,0.3791758493073877,6.499999999994029,2.1241182609539266,-3.295241451367247e-14,-1.5959565680757687e-12,-1.6940138543594833e-13,1.3635983390874164e-12,3.3483683204941792e-12,8.982405737254708e-14,2.217788902208781,1.0492999553674938,-0.09292535499998984,2.4731519986935984e-14,5.427602818162904e-12,-6.701685366554236e-13,3.95135717399724e-12,3.085903391049336e-13,0.8125000000000352,0.81250000000002,0.8125000000000271,-1.0610934898757143e-13,-3.5654377169197975e-13
0.12599999999999997,1.0492999553674816,0.09826297924223859,1.0411233296232132,0.48413171560925616,0.8819274006615331,-0.6631027151444354,0.8690549330067888,1.0000000000000109,0.7209960356169192,0.37917584930740345,6.499999999994069,2.124118260953852,-2.5522156491052463e-14,-1.5291854195490581e-12,-1.3457394616290292e-13,1.2203465196368507e-12,3.5978778005727838e-12,8.914725848742119e-14,2.2177889022088357,1.0492999553674875,-0.09292535499995563,2.782925489711608e-14,5.511541966914167e-12,-5.786346884811659e-13,2.846170348095523e-12,3.111950292074848e-13,0.8125000000000341,0.8125000000000162,0.8125000000000254,-1.146035832518379e-13,-3.844334437313119e-13
0.13599999999999998,1.0492999553674762,0.09826297924228124,1.0411233296232132,0.4841317156092412,0.8819274006615317,-0.6631027151444235,0.8690549330068262,1.0000000000000118,0.7209960356169195,0.3791758493074168,6.499999999994103,2.1241182609537987,-1.88472778739458e-14,-1.4661771281991476e-12,-1.1725242696496499e-13,1.1439923936221921e-12,3.851549990431174e-12,8.854581885716978e-14,2.217788902208891,1.0492999553674818,-0.09292535499992963,3.0946615577297675e-14,5.5680806006654484e-12,-6.008671536547248e-13,2.3573455249809394e-12,3.121060083567668e-13,0.8125000000000329,0.8125000000000123,0.8125000000000232,-1.231483237126174e-13,-4.1246381463838646e-13
0.146,1.049299955367471,0.09826297924232615,1.041123329623213,0.48413171560922685,0.8819274006615307,-0.6631027151444127,0.8690549330068661,1.0000000000000127,0.7209960356169212,0.37917584930742826,6.49999999999414,2.1241182609537645,-1.1173815932132905e-14,-1.4001043071028048e-12,-1.0376505093453528e-13,1.0569820082860554e-12,4.100622721252667e-12,8.773712343819964e-14,2.217788902208947,1.049299955367476,-0.09292535499990934,3.4072780962533056e-14,5.619171274517761e-12,-4.939317311279089e-13,1.8252321597818267e-12,3.126960716113068e-13,0.8125000000000315,0.812500000000008,0.8125000000000212,-1.3132467641754502e-13,-4.3901638096053506e-13
0.156,1.0492999553674656,0.09826297924237334,1.0411233296232127,0.48413171560921314,0.8819274006615297,-0.6631027151444021,0.8690549330069083,1.0000000000000135,0.720996035616922,0.3791758493074383,6.499999999994163,2.124118260953734,-4.068750776533395e-15,-1.3429418288314719e-12,-9.35608370800755e-14,1.0368360376864963e-12,4.353687323907341e-12,8.739706863759017e-14,2.2177889022090036,1.049299955367471,-0.09292535499989185,3.7198246683153035e-14,5.657671482733891e-12,-5.428240407389382e-13,1.607924256284505e-12,3.1251158883122785e-13,0.8125000000000303,0.8125000000000037,0.8125000000000193,-1.3966208748925756e-13,-4.661488401957343e-13
